scraped_at,carpark_id,guest_available,guest_display,guest_total,is_capped,monthly_available,monthly_total,total_available,total_capacity,last_update
2026-01-28T15:24:05.146101+00:00,00000000-0000-0000-000000000088,0,-,0,0,0,0,0,0,2026-01-28T07:24:05.740354Z
2026-01-28T15:24:05.146101+00:00,00000000-0000-0000-00000000008b,0,-,0,0,0,0,0,0,2026-01-28T07:24:05.740359Z
2026-01-28T15:24:05.146101+00:00,00000000-0000-0000-00000000008d,0,-,0,0,0,0,0,0,2026-01-28T07:24:05.740364Z
2026-01-28T15:24:05.146101+00:00,00000000-0000-0000-00000000008e,0,-,0,0,0,0,0,0,2026-01-28T07:24:05.740368Z
2026-01-28T15:24:05.146101+00:00,00000000-0000-0000-000000000136,0,-,0,0,0,0,0,0,2026-01-28T07:24:05.740373Z
2026-01-28T15:24:05.146101+00:00,00000000-0000-0000-000000000137,0,-,0,0,0,0,0,0,2026-01-28T07:24:05.740376Z
2026-01-28T15:24:05.146101+00:00,00000000-0000-0000-000000000032,0,-,0,0,0,0,0,0,2026-01-28T07:24:05.740381Z
2026-01-28T15:24:05.146101+00:00,00000000-0000-0000-000000000140,0,-,0,0,0,0,0,0,2026-01-28T07:24:05.740388Z
2026-01-28T15:24:05.146101+00:00,00000000-0000-0000-000000000142,0,-,0,0,0,0,0,0,2026-01-28T07:24:05.740395Z
2026-01-28T15:24:05.146101+00:00,00000000-0000-0000-000000000143,0,-,0,0,0,0,0,0,2026-01-28T07:24:05.740400Z
2026-01-28T15:24:05.146101+00:00,00000000-0000-0000-000000000144,0,-,0,0,0,0,0,0,2026-01-28T07:24:05.740406Z
2026-01-28T15:24:05.146101+00:00,00000000-0000-0000-000000000145,0,-,0,0,0,0,0,0,2026-01-28T07:24:05.740411Z
2026-01-28T15:24:05.146101+00:00,00000000-0000-0000-000000000148,0,-,0,0,0,0,0,0,2026-01-28T07:24:05.740422Z
2026-01-28T15:24:05.146101+00:00,00000000-0000-0000-000000000151,0,-,0,0,0,0,0,0,2026-01-28T07:24:05.740453Z
2026-01-28T15:24:05.146101+00:00,00000000-0000-0000-00000000015c,0,-,0,0,0,0,0,0,2026-01-28T07:24:05.740505Z
2026-01-28T15:24:05.146101+00:00,00000000-0000-0000-00000000015d,0,-,0,0,0,0,0,0,2026-01-28T07:24:05.740509Z
2026-01-28T15:24:05.146101+00:00,00000000-0000-0000-00000000015e,0,-,0,0,0,0,0,0,2026-01-28T07:24:05.740515Z
2026-01-28T15:24:05.146101+00:00,00000000-0000-0000-00000000015f,0,-,0,0,0,0,0,0,2026-01-28T07:24:05.740521Z
2026-01-28T15:24:05.146101+00:00,00000000-0000-0000-000000000160,0,-,0,0,0,0,0,0,2026-01-28T07:24:05.740525Z
2026-01-28T15:24:05.146101+00:00,00000000-0000-0000-000000000161,0,-,0,0,0,0,0,0,2026-01-28T07:24:05.740529Z
2026-01-28T15:24:05.146101+00:00,00000000-0000-0000-000000000162,0,-,0,0,0,0,0,0,2026-01-28T07:24:05.740531Z
2026-01-28T15:24:05.146101+00:00,00000000-0000-0000-000000000163,0,-,0,0,0,0,0,0,2026-01-28T07:24:05.740535Z
2026-01-28T15:24:05.146101+00:00,00000000-0000-0000-000000000164,0,-,0,0,0,0,0,0,2026-01-28T07:24:05.740540Z
2026-01-28T15:24:05.146101+00:00,00000000-0000-0000-000000000168,0,-,0,0,0,0,0,0,2026-01-28T07:24:05.740546Z
2026-01-28T15:24:05.146101+00:00,00000000-0000-0000-000000000165,0,-,0,0,0,0,0,0,2026-01-28T07:24:05.740548Z
2026-01-28T15:24:05.146101+00:00,00000000-0000-0000-000000000169,0,-,0,0,0,0,0,0,2026-01-28T07:24:05.740555Z
2026-01-28T15:24:05.146101+00:00,00000000-0000-0000-00000000016a,0,-,0,0,0,0,0,0,2026-01-28T07:24:05.740559Z
2026-01-28T15:24:05.146101+00:00,00000000-0000-0000-00000000016b,0,-,0,0,0,0,0,0,2026-01-28T07:24:05.740563Z
2026-01-28T15:24:05.146101+00:00,00000000-0000-0000-00000000016c,0,-,0,0,0,0,0,0,2026-01-28T07:24:05.740567Z
2026-01-28T15:24:05.146101+00:00,00000000-0000-0000-000000000166,0,-,0,0,0,0,0,0,2026-01-28T07:24:05.740570Z
2026-01-28T15:24:05.146101+00:00,00000000-0000-0000-000000000167,0,-,0,0,0,0,0,0,2026-01-28T07:24:05.740575Z
2026-01-28T15:24:05.146101+00:00,00000000-0000-0000-000000000159,0,-,0,0,3,3,3,3,2026-01-28T07:24:05.740582Z
2026-01-28T15:24:05.146101+00:00,00000000-0000-0000-00000000015a,0,-,0,0,0,0,0,0,2026-01-28T07:24:05.740591Z
2026-01-28T15:24:05.146101+00:00,00000000-0000-0000-00000000016f,0,-,0,0,0,0,0,0,2026-01-28T07:24:05.740599Z
2026-01-28T15:24:05.146101+00:00,00000000-0000-0000-000000000174,0,-,0,0,0,0,0,0,2026-01-28T07:24:05.740606Z
2026-01-28T15:24:05.146101+00:00,00000000-0000-0000-00000000018e,0,-,0,0,0,0,0,0,2026-01-28T07:24:05.740633Z
2026-01-28T15:24:05.146101+00:00,00000000-0000-0000-000000000195,0,-,0,0,0,0,0,0,2026-01-28T07:24:05.740644Z
2026-01-28T15:24:05.146101+00:00,00000000-0000-0000-000000000192,0,-,0,0,0,0,0,0,2026-01-28T07:24:05.740681Z
2026-01-28T15:24:05.146101+00:00,00000000-0000-0000-000000000193,0,-,0,0,0,0,0,0,2026-01-28T07:24:05.740683Z
2026-01-28T15:24:05.146101+00:00,00000000-0000-0000-000000000173,0,-,0,0,0,0,0,0,2026-01-28T07:24:05.740688Z
2026-01-28T15:24:05.146101+00:00,00000000-0000-0000-00000000018f,0,-,0,0,0,0,0,0,2026-01-28T07:24:05.740699Z
2026-01-28T15:24:05.146101+00:00,00000000-0000-0000-0000000001a5,0,-,0,0,950,950,950,950,2026-01-28T07:24:05.740741Z
2026-01-28T15:24:05.146101+00:00,00000000-0000-0000-000000000147,0,-,0,0,7,7,7,7,2026-01-28T07:24:05.740847Z
2026-01-28T15:24:05.146101+00:00,00000000-0000-0000-0000000001c0,0,-,0,0,0,0,0,0,2026-01-28T07:24:05.740870Z
2026-01-28T15:24:05.146101+00:00,00000000-0000-0000-0000000001c2,0,-,0,0,0,0,0,0,2026-01-28T07:24:05.740875Z
2026-01-28T15:24:05.146101+00:00,00000000-0000-0000-0000000001c5,0,-,0,0,10,10,10,10,2026-01-28T07:24:05.740883Z
2026-01-28T15:24:05.146101+00:00,00000000-0000-0000-0000000001c8,0,-,0,0,7,7,7,7,2026-01-28T07:24:05.740893Z
2026-01-28T15:24:05.146101+00:00,00000000-0000-0000-0000000001c9,0,-,0,0,0,0,0,0,2026-01-28T07:24:05.740908Z
2026-01-28T15:24:05.146101+00:00,00000000-0000-0000-0000000001cc,0,-,0,0,0,0,0,0,2026-01-28T07:24:05.740916Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-00000000012a,10,10+,152,1,1,1,11,153,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-0000000000d8,10,10+,106,1,58,58,68,164,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-0000000000ff,10,10+,137,1,6,6,16,143,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-000000000119,10,10+,120,1,30,30,40,150,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-000000000103,10,10+,511,1,31,31,41,542,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-0000000000f8,10,10+,59,1,11,11,21,70,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-000000000121,10,10+,305,1,30,30,40,335,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-00000000010a,10,10+,133,1,12,12,22,145,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-00000000007d,10,10+,334,1,558,558,568,892,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-000000000124,10,10+,137,1,0,0,10,137,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-00000000011d,10,10+,108,1,15,15,25,123,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-000000000102,10,10+,270,1,19,19,29,289,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-000000000118,10,10+,857,1,26,26,36,883,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-00000000011c,10,10+,189,1,4,4,14,193,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-000000000122,10,10+,50,1,6,6,16,56,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-00000000011e,10,10+,316,1,10,10,20,326,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-0000000000dc,10,10+,107,1,0,0,10,107,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-00000000019e,10,10+,22,1,0,0,10,22,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-000000000196,10,10+,52,1,6,6,16,58,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-0000000000f4,10,10+,79,1,6,6,16,85,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-0000000000d7,10,10+,215,1,5,5,15,220,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-00000000019d,10,10+,32,1,3,3,13,35,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-0000000000c2,10,10+,170,1,0,0,10,170,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-000000000129,10,10+,320,1,0,0,10,320,2026-01-28T15:53:42Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-000000000128,10,10+,130,1,0,0,10,130,2026-01-28T15:53:32Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-000000000127,10,10+,180,1,0,0,10,180,2026-01-28T15:53:34Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-000000000191,10,10+,51,1,2,2,12,53,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-00000000001b,10,10+,114,1,2,2,12,116,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-0000000000c8,10,10+,510,1,20,20,30,530,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-0000000000b4,6,6,54,0,0,0,6,54,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-0000000000f5,10,10+,75,1,1,1,11,76,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-0000000000f2,10,10+,95,1,1,1,11,96,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-0000000000a6,10,10+,77,1,3,3,13,80,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-0000000001a6,10,10+,51,1,1,1,11,52,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-0000000000c3,10,10+,128,1,13,13,23,141,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-0000000000b9,1,1,43,0,0,0,1,43,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-0000000000bc,10,10+,77,1,2,2,12,79,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-000000000109,10,10+,269,1,0,0,10,269,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-000000000105,10,10+,183,1,37,37,47,220,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-000000000126,10,10+,95,1,7,7,17,102,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-000000000101,10,10+,371,1,83,83,93,454,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-000000000117,10,10+,303,1,34,34,44,337,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-0000000001c3,10,10+,506,1,95,95,105,601,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-0000000000a4,10,10+,192,1,10,10,20,202,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-0000000000ae,10,10+,319,1,28,28,38,347,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-00000000019a,10,10+,830,1,26,26,36,856,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-00000000010b,10,10+,260,1,0,0,10,260,2026-01-28T15:52:59Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-000000000079,10,10+,85,1,0,0,10,85,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-00000000006c,10,10+,155,1,0,0,10,155,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-0000000000dd,10,10+,154,1,31,31,41,185,2026-01-28T15:53:53Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-0000000000de,10,10+,85,1,37,37,47,122,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-0000000000db,10,10+,119,1,1,1,11,120,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-0000000001a4,10,10+,36,1,0,0,10,36,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-0000000000c5,10,10+,37,1,3,3,13,40,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-000000000199,10,10+,637,1,10,10,20,647,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-00000000018d,2,2,29,0,1,1,3,30,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-0000000000a7,10,10+,156,1,14,14,24,170,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-0000000000b6,10,10+,71,1,6,6,16,77,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-000000000120,10,10+,280,1,27,27,37,307,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-0000000000a9,4,4,48,0,5,5,9,53,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-0000000000b2,10,10+,85,1,1,1,11,86,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-0000000000b3,3,3,83,0,7,7,10,90,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-0000000000cc,10,10+,282,1,43,43,53,325,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-0000000000ac,10,10+,342,1,0,0,10,342,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-0000000000c9,10,10+,85,1,0,0,10,85,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-0000000000cb,10,10+,349,1,13,13,23,362,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-0000000000d0,10,10+,174,1,61,61,71,235,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-000000000197,0,0,131,0,2,2,2,133,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-00000000000e,10,10+,60,1,0,0,10,60,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-00000000007a,10,10+,157,1,0,0,10,157,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-0000000000ec,10,10+,25,1,0,0,10,25,2026-01-28T15:45:22Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-000000000011,10,10+,133,1,96,96,106,229,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-000000000074,10,10+,135,1,0,0,10,135,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-0000000000fe,10,10+,49,1,2,2,12,51,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-0000000000af,10,10+,50,1,1,1,11,51,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-00000000001f,10,10+,156,1,19,19,29,175,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-0000000000eb,10,10+,37,1,3,3,13,40,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-0000000000c4,10,10+,36,1,0,0,10,36,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-000000000152,10,10+,54,1,0,0,10,54,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-0000000001b2,10,10+,118,1,0,0,10,118,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-00000000006f,10,10+,66,1,4,4,14,70,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-00000000000f,10,10+,117,1,38,38,48,155,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-00000000011b,10,10+,69,1,0,0,10,69,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-00000000006d,10,10+,34,1,0,0,10,34,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-000000000010,10,10+,207,1,59,59,69,266,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-0000000000b7,7,7,42,0,0,0,7,42,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-00000000010f,10,10+,90,1,10,10,20,100,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-000000000065,10,10+,52,1,0,0,10,52,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-00000000002c,10,10+,173,1,45,45,55,218,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-00000000019f,10,10+,80,1,1,1,11,81,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-0000000000cd,8,8,66,0,23,23,31,89,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-0000000000cf,10,10+,77,1,27,27,37,104,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-000000000123,6,6,42,0,0,0,6,42,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-00000000002e,10,10+,134,1,0,0,10,134,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-0000000000b0,10,10+,54,1,2,2,12,56,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-00000000015b,10,10+,46,1,0,0,10,46,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-00000000000d,10,10+,42,1,4,4,14,46,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-00000000013d,10,10+,75,1,2,2,12,77,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-0000000001b5,10,10+,69,1,0,0,10,69,2026-01-28T15:53:59Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-000000000149,10,10+,40,1,0,0,10,40,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-0000000001ae,5,5,46,0,1,1,6,47,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-0000000001b3,10,10+,85,1,0,0,10,85,2026-01-28T15:54:49Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-000000000007,10,10+,190,1,0,0,10,190,2026-01-28T15:53:20Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-000000000008,10,10+,150,1,0,0,10,150,2026-01-28T15:53:55Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-0000000000c0,9,9,50,0,1,1,10,51,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-0000000001a9,10,10+,17,1,0,0,10,17,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-0000000001ad,9,9,38,0,0,0,9,38,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-0000000001af,8,8,67,0,0,0,8,67,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-0000000001ac,10,10+,62,1,0,0,10,62,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-0000000001ab,5,5,39,0,0,0,5,39,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-0000000001b1,10,10+,18,1,1,1,11,19,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-0000000001b0,10,10+,468,1,1,1,11,469,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-0000000001b8,10,10+,75,1,3,3,13,78,2026-01-28T15:53:59Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-0000000001b4,10,10+,353,1,0,0,10,353,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-00000000006b,10,10+,48,1,8,8,18,56,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-0000000001b6,10,10+,160,1,2,2,12,162,2026-01-28T15:53:50Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-0000000001a8,10,10+,78,1,2,2,12,80,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-0000000001c4,10,10+,64,1,0,0,10,64,2026-01-28T15:53:52Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-0000000000fc,10,10+,43,1,2,2,12,45,2026-01-28T15:53:19Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-00000000010c,10,10+,56,1,12,12,22,68,2026-01-28T15:53:16Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-0000000000ee,10,10+,36,1,0,0,10,36,2026-01-28T15:52:57Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-000000000190,10,10+,22,1,0,0,10,22,2026-01-28T15:53:26Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-0000000000ad,10,10+,31,1,3,3,13,34,2026-01-28T15:53:16Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-0000000000ba,10,10+,33,1,2,2,12,35,2026-01-28T15:53:06Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-0000000000bb,10,10+,61,1,5,5,15,66,2026-01-28T15:53:28Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-0000000000c1,10,10+,24,1,0,0,10,24,2026-01-28T15:53:29Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-0000000000c6,8,8,29,0,0,0,8,29,2026-01-28T15:53:09Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-000000000077,10,10+,77,1,0,0,10,77,2026-01-28T15:53:00Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-000000000069,0,0,46,0,0,0,0,46,2026-01-28T15:53:27Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-000000000068,10,10+,22,1,1,1,11,23,2026-01-28T15:53:34Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-000000000063,10,10+,53,1,1,1,11,54,2026-01-28T15:53:08Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-00000000002a,4,4,45,0,0,0,4,45,2026-01-28T15:52:59Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-000000000029,2,2,22,0,0,0,2,22,2026-01-28T15:53:08Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-000000000024,10,10+,69,1,0,0,10,69,2026-01-28T15:53:27Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-000000000020,10,10+,62,1,0,0,10,62,2026-01-28T15:53:20Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-000000000001,10,10+,47,1,0,0,10,47,2026-01-28T15:53:20Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-00000000013b,9,9,34,0,1,1,10,35,2026-01-28T15:53:21Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-000000000194,10,10+,46,1,0,0,10,46,2026-01-28T15:53:12Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-0000000001a7,6,6,10,0,0,0,6,10,2026-01-28T15:53:36Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-0000000001b7,10,10+,20,1,1,1,11,21,2026-01-28T15:53:20Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-0000000000ab,0,-,0,0,0,0,0,0,2026-01-28T07:54:37.838304Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-000000000125,0,-,0,0,0,0,0,0,2026-01-28T07:54:37.838338Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-00000000011f,0,-,0,0,0,0,0,0,2026-01-28T07:54:37.838359Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-000000000116,0,-,0,0,0,0,0,0,2026-01-28T07:54:37.838374Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-000000000115,0,-,0,0,0,0,0,0,2026-01-28T07:54:37.838377Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-000000000114,0,-,0,0,0,0,0,0,2026-01-28T07:54:37.838381Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-000000000112,0,-,0,0,0,0,0,0,2026-01-28T07:54:37.838384Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-000000000111,0,-,0,0,0,0,0,0,2026-01-28T07:54:37.838389Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-000000000110,0,-,0,0,0,0,0,0,2026-01-28T07:54:37.838398Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-00000000010e,0,-,0,0,0,0,0,0,2026-01-28T07:54:37.838405Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-00000000010d,0,-,0,0,0,0,0,0,2026-01-28T07:54:37.838408Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-000000000108,0,-,0,0,0,0,0,0,2026-01-28T07:54:37.838415Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-000000000104,0,-,0,0,18,18,18,18,2026-01-28T07:54:37.838426Z
2026-01-28T15:54:37.248180+00:00,00000000-0000-0000-000000000100,0,-,0,0,0,0,0,0,2026-01-28T07:54:37.838434Z
